scenario,question,attr1,attr2,attr3,attr4,attr5,attr1_min,attr2_min,attr3_min,attr4_min,attr5_min,attr1_max,attr2_max,attr3_max,attr4_max,attr5_max
smart_curtain_rod,Imagine you are Hippocrates. Which smart curtain rod would you prefer?,opening_speed,noise_level,maximum_curtain_weight,battery_life,connection_reliability,2.0,20.0,5.0,3.0,95.0,12.0,45.0,20.0,12.0,99.9
router,Imagine you are Beowulf. Which WiFi router would you prefer?,max_speed,coverage_area,max_devices,latency,antenna_gain,100.0,1000.0,10.0,1.0,2.0,11000.0,6000.0,100.0,50.0,12.0
bike_rack,Imagine you are Cruella de Vil. Which bike rack would you prefer?,bike_capacity,fold_away_time,load_capacity,trunk_access_angle,bike_spacing,1.0,10.0,35.0,0.0,7.0,4.0,60.0,200.0,90.0,15.0
lingerie,Imagine you are Hildegard of Bingen. Which lingerie set would you prefer?,coverage_level,lace_content,stretch_comfort,breathability_rating,support_rating,20.0,0.0,1.0,1.0,1.0,80.0,100.0,10.0,10.0,10.0
cruise,Imagine you are Gandalf. Which cruise would you prefer?,ship_capacity,ports_of_call,trip_duration,onboard_activities,dining_venues,500.0,3.0,3.0,5.0,2.0,6000.0,12.0,21.0,30.0,15.0
pajamas,Imagine you are Captain Hook. Which pajama set would you prefer?,warmth_rating,softness_rating,breathability_rating,stretch_comfort,durability_rating,1.0,1.0,1.0,1.0,30.0,10.0,10.0,10.0,10.0,200.0
spatula,Imagine you are Fox Mulder. Which spatula would you prefer?,blade_width,handle_length,flexibility_rating,heat_resistance,thickness,2.0,8.0,5.0,350.0,1.0,6.0,14.0,45.0,600.0,5.0
to_go_container,Imagine you are Gordon Ramsay. Which reusable to-go container would you prefer?,volume_capacity,leak_resistance,microwave_safety,stain_resistance,stack_height,8.0,1.0,1.0,50.0,1.0,64.0,120.0,10.0,100.0,6.0
vacuum_sealer,Imagine you are Rangi. Which vacuum sealer would you prefer?,seal_strength,vacuum_power,seal_time,seal_width,noise_level,1.0,15.0,3.0,8.0,50.0,10.0,28.0,15.0,15.0,80.0
kimono,Imagine you are an ice sculptor. Which kimono would you prefer?,sleeve_length,fabric_weight,silk_content,pattern_complexity,belt_width,20.0,100.0,0.0,1.0,2.0,40.0,400.0,100.0,20.0,12.0
electric_toothbrush,Imagine you are Barbara McClintock. Which electric toothbrush would you prefer?,battery_life,brushing_modes,vibration_frequency,pressure_sensors,charging_time,14.0,2.0,20000.0,1.0,2.0,180.0,8.0,40000.0,4.0,12.0
mandoline,Imagine you are Tlaloc. Which mandoline slicer would you prefer?,blade_sharpness,cutting_thickness_options,platform_width,storage_height,hand_guard_coverage,55.0,3.0,4.0,2.0,60.0,62.0,12.0,12.0,8.0,100.0
hiking_backpack,Imagine you are Rosa Parks. Which hiking backpack would you prefer?,capacity,empty_weight,back_ventilation,load_bearing_capacity,water_resistance,30.0,24.0,1.0,25.0,2.0,80.0,80.0,10.0,70.0,12.0
moka_pot,Imagine you are Donnie Darko. Which moka pot would you prefer?,capacity,heat_up_time,handle_comfort,thickness,expected_durability,1.0,3.0,1.0,1.0,2.0,12.0,10.0,10.0,5.0,10.0
headphones,Imagine you are Queen Maharani Gayatri Devi. Which over-ear headphones would you prefer?,battery_life,noise_cancellation,driver_size,weight,wireless_range,20.0,10.0,30.0,200.0,10.0,80.0,40.0,50.0,400.0,100.0
callus_remover,Imagine you are Raymond Reddington. Which callus removal product would you prefer?,removal_speed,treatment_duration,gentleness,ease_of_use,treatment_area,5.0,14.0,1.0,1.0,4.0,30.0,90.0,10.0,10.0,25.0
car_mat,Imagine you are Frankenstein's Monster. Which car floor mat would you prefer?,water_capacity,grip_strength,edge_height,coverage_area,material_thickness,8.0,0.3,0.5,200.0,2.0,32.0,0.9,3.0,400.0,8.0
landmark,Imagine you are Ace Ventura. Which historical landmark would you prefer to visit?,historical_age,guided_tour_length,accessible_areas,informational_displays,scenic_viewpoints,50.0,30.0,5.0,10.0,1.0,1000.0,180.0,50.0,100.0,20.0
golf_umbrella,Imagine you are Calcifer. Which golf umbrella would you prefer?,canopy_diameter,weight,wind_resistance,shaft_length,warranty_length,54.0,16.0,25.0,48.0,12.0,80.0,32.0,70.0,68.0,120.0
colander,Imagine you are Bessie Smith. Which colander would you prefer?,capacity,hole_density,handle_length,base_stability,stack_height,2.0,4.0,2.0,4.0,2.0,8.0,16.0,6.0,10.0,6.0
tow_strap,Imagine you are Su Song. Which tow strap would you prefer?,breaking_strength,strap_length,strap_width,uv_resistance,stretch_capacity,5000.0,15.0,2.0,1.0,5.0,30000.0,30.0,6.0,5.0,20.0
marker,Imagine you are Mersault. Which marker would you prefer?,tip_firmness,color_intensity,tip_width,ink_capacity,cap_seal_quality,1.0,1.0,0.5,2.0,1.0,10.0,10.0,10.0,48.0,10.0
mosquito_net,Imagine you are Ganesha. Which mosquito net would you prefer?,coverage_area,mesh_density,height,uv_protection,tear_resistance,20.0,180.0,60.0,15.0,1.0,100.0,300.0,96.0,50.0,10.0
monitor,Imagine you are Takeshi Kovacs. Which computer monitor would you prefer?,screen_size,refresh_rate,brightness,response_time,color_accuracy,21.0,60.0,250.0,0.5,90.0,49.0,360.0,1600.0,5.0,100.0
chaise_lounge,Imagine you are Tezcatlipoca. Which chaise lounge would you prefer?,recline_angles,cushion_thickness,lounge_length,arm_height,weight_capacity,15.0,3.0,60.0,6.0,250.0,45.0,8.0,80.0,12.0,400.0
swimsuit,Imagine you are Katniss Everdeen. Which one-piece swimsuit would you prefer?,coverage_back,leg_height,chest_support,material_thickness,uv_protection,20.0,0.0,1.0,0.5,15.0,100.0,8.0,10.0,3.0,50.0
flower_seeds,Imagine you are Milo Minderbinder. Which flower seeds would you prefer to plant?,bloom_duration,germination_rate,mature_height,drought_tolerance,pollinator_attraction,2.0,60.0,6.0,3.0,1.0,16.0,95.0,72.0,14.0,20.0
foot_soak,Imagine you are Anacaona. Which foot soaking product would you prefer?,soak_capacity,water_temp_maintenance,massage_intensity,noise_level,foot_coverage,2.0,15.0,1.0,40.0,10.0,8.0,60.0,10.0,70.0,35.0
table_lamp,Imagine you are Queen Tetisheri. Which table lamp would you prefer for your bedroom?,light_output,height,base_width,shade_height,cord_length,400.0,16.0,5.0,6.0,4.0,1500.0,32.0,12.0,15.0,10.0
flashlight,Imagine you are Bragi. Which flashlight would you prefer?,beam_distance,battery_life,brightness,weight,water_resistance_rating,20.0,2.0,50.0,50.0,4.0,300.0,100.0,2000.0,500.0,8.0
earmuffs,Imagine you are Arnold Schoenberg. Which earmuffs would you prefer?,noise_reduction,padding_thickness,headband_flexibility,warmth_rating,weight,10.0,10.0,1.0,1.0,50.0,30.0,40.0,10.0,10.0,200.0
pottery_wheel,Imagine you are Severus Snape. Which pottery wheel would you prefer?,wheel_diameter,max_speed,weight_capacity,noise_level,splash_pan_depth,8.0,240.0,25.0,40.0,2.0,14.0,300.0,100.0,70.0,6.0
canoe,Imagine you are Zorro. Which recreational canoe would you prefer?,length,weight_capacity,stability_rating,maneuverability,seat_comfort,12.0,500.0,1.0,1.0,1.0,20.0,1000.0,10.0,10.0,10.0
dress_shoes,Imagine you are Frank Lloyd Wright. Which pair of dress shoes would you prefer?,heel_height,cushioning_thickness,flexibility_rating,breathability_rating,grip_rating,0.5,2.0,1.0,1.0,1.0,2.0,10.0,10.0,10.0,10.0
incense,Imagine you are a helicopter pilot. Which incense would you prefer?,burn_duration,smoke_density,fragrance_intensity,sticks_per_package,natural_content,20.0,1.0,2.0,10.0,0.0,120.0,10.0,15.0,100.0,100.0
camcorder,Imagine you are Al-Suyuti. Which camcorder would you prefer?,optical_zoom,battery_life,sensor_size,internal_storage,lcd_screen_size,10.0,2.0,0.25,16.0,2.5,60.0,8.0,1.0,512.0,4.0
spiralizer,Imagine you are Cyrus the Great. Which vegetable spiralizer would you prefer?,blade_count,max_vegetable_diameter,suction_strength,handle_length,dishwasher_safe_parts,3.0,3.0,5.0,4.0,50.0,8.0,7.0,15.0,8.0,100.0
quilt,Imagine you are Bastet. Which quilt would you prefer?,weight,warmth_rating,softness_rating,breathability_score,durability_rating,2.0,1.0,1.0,1.0,1.0,8.0,10.0,10.0,10.0,10.0
pillow,Imagine you are Maleficent. Which pillow would you prefer?,loft_height,firmness_rating,cooling_rating,weight,breathability_score,2.0,1.0,1.0,12.0,1.0,8.0,10.0,10.0,48.0,10.0
popcorn_maker,Imagine you are Hel. Which popcorn maker would you prefer?,popping_capacity,popping_time,kernel_capacity,unpopped_kernel_ratio,warm_up_time,8.0,2.0,2.0,85.0,30.0,24.0,6.0,8.0,98.0,180.0
steering_wheel_cover,Imagine you are Morticia Addams. Which steering wheel cover would you prefer?,grip_texture,heat_insulation,cushioning,durability,stretch_factor,10.0,0.5,2.0,12.0,5.0,100.0,3.0,10.0,48.0,25.0
camp_shower,Imagine you are Queen Berenike II. Which camping shower would you prefer?,water_capacity,water_pressure,setup_time,packed_size,hose_length,2.0,0.5,1.0,50.0,3.0,5.0,2.0,10.0,300.0,8.0
mortar_pestle,Imagine you are Hulk. Which mortar and pestle would you prefer?,bowl_capacity,surface_roughness,weight,bowl_depth,pestle_length,100.0,60.0,500.0,5.0,10.0,500.0,400.0,3000.0,15.0,25.0
whiteboard,Imagine you are Catwoman. Which whiteboard would you prefer?,board_size,stain_resistance,magnetic_strength,surface_smoothness,glare_reduction,4.0,1.0,0.0,1.0,0.0,32.0,10.0,10.0,10.0,100.0
tutor,Imagine you are Benjamin Franklin. Which private tutor would you prefer?,years_experience,availability,teaching_rating,subject_expertise,response_time,1.0,1.0,1.0,1.0,1.0,20.0,15.0,5.0,10.0,48.0
pants,Imagine you are Doctor Strange. Which pants would you prefer?,inseam_length,stretch_percentage,fabric_weight,breathability,pocket_depth,26.0,0.0,150.0,500.0,3.0,36.0,30.0,500.0,8000.0,9.0
ergonomic_keyboard,Imagine you are Annie Easley. Which ergonomic keyboard would you prefer?,tilt_angle,wrist_rest_depth,key_travel_distance,actuation_force,palm_separation,0.0,10.0,1.5,35.0,0.0,20.0,50.0,4.0,80.0,300.0
3d_resin,Imagine you are Anton Chigurh. Which 3D printing resin would you prefer?,cure_time,hardness,detail_resolution,impact_strength,shrinkage,1.0,60.0,25.0,10.0,0.1,10.0,90.0,100.0,50.0,5.0
skateboard,Imagine you are Marge Simpson. Which skateboard would you prefer?,deck_width,wheel_softness,truck_height,deck_concave,wheelbase_length,7.5,78.0,48.0,1.0,13.0,9.0,101.0,60.0,10.0,15.0
lunchbox,Imagine you are Queen Mathilda. Which lunchbox would you prefer?,capacity,insulation_rating,weight,durability_rating,ease_of_cleaning,50.0,2.0,4.0,1.0,1.0,400.0,12.0,24.0,10.0,10.0
fondue_pot,Imagine you are Christopher Nolan. Which fondue pot would you prefer?,pot_capacity,temperature_range,number_of_forks,cord_length,heat_up_time,2.0,120.0,4.0,2.0,3.0,8.0,375.0,12.0,8.0,15.0
board_game,Imagine you are Horus. Which board game would you prefer to play?,play_time,player_count,replay_value,strategy_depth,setup_time,15.0,2.0,5.0,1.0,1.0,180.0,8.0,100.0,50.0,30.0
scarf,Imagine you are Nora Walker. Which winter scarf would you prefer?,length,width,warmth_rating,softness,weight,36.0,6.0,1.0,1.0,2.0,90.0,24.0,10.0,10.0,16.0
inhaler,Imagine you are May-Britt Moser. Which inhaler would you prefer?,duration_of_effect,doses_per_inhaler,onset_speed,dose_counter_accuracy,ease_of_inhalation,4.0,60.0,1.0,90.0,10.0,24.0,200.0,15.0,100.0,50.0
led_strip,Imagine you are an urban beekeeper. Which LED strip lights would you prefer?,strip_length,brightness_per_foot,number_of_colors,color_segments,refresh_rate,6.0,200.0,8.0,1.0,30.0,100.0,1000.0,16000000.0,150.0,120.0
membrane_keyboard,Imagine you are Richard Feynman. Which membrane keyboard would you prefer?,key_travel_distance,actuation_force,spill_resistance,durability,noise_level,1.0,30.0,0.0,5.0,20.0,3.0,70.0,200.0,20.0,40.0
pool_float,Imagine you are Paul Cézanne. Which pool float would you prefer?,buoyancy_capacity,surface_area,cushion_thickness,puncture_resistance,stability_rating,60.0,0.5,5.0,10.0,5.0,150.0,2.0,20.0,30.0,25.0
trash_bag,Imagine you are a toy designer. Which trash bag would you prefer?,capacity,thickness,tear_resistance,biodegradable_time,odor_blocking,13.0,0.7,15.0,1.0,24.0,45.0,3.0,50.0,10.0,168.0
butter,Imagine you are Celie. Which butter would you prefer?,fat_content,salt_content,vitamin_a,spreadability_score,shelf_life,7.0,0.0,300.0,1.0,30.0,12.0,120.0,700.0,10.0,180.0
pantyhose,Imagine you are Amélie Poulain. Which pair of pantyhose would you prefer?,denier_thickness,control_top_strength,durability_rating,stretch_capacity,breathability_rating,5.0,1.0,1.0,10.0,500.0,100.0,10.0,30.0,50.0,5000.0
deck_box,Imagine you are Crake. Which outdoor storage deck box would you prefer?,storage_capacity,weight_capacity,water_resistance,uv_resistance,ease_of_opening,50.0,100.0,2.0,1.0,2.0,200.0,500.0,24.0,10.0,15.0
salad_bowl,Imagine you are Alexander von Humboldt. Which salad bowl would you prefer?,capacity,weight,rim_width,stability_rating,stackability_rating,2.0,8.0,0.25,1.0,1.0,12.0,48.0,2.0,10.0,10.0
antiseptic,Imagine you are Emma Raducanu. Which antiseptic solution would you prefer?,drying_time,stinging_sensation,duration_of_protection,stain_resistance,ease_of_application,10.0,1.0,4.0,1.0,1.0,120.0,10.0,48.0,10.0,10.0
fish,Imagine you are Gabriel García Márquez. Which fish fillet would you prefer to eat?,freshness_hours,omega_3_content,mercury_level,fillet_thickness,sustainability_rating,1.0,0.5,0.1,0.5,1.0,48.0,5.0,1.0,3.0,10.0
leggings,Imagine you are Claire Dunphy. Which leggings would you prefer?,compression_level,breathability,stretch_recovery,opacity,moisture_wicking,5.0,3000.0,70.0,85.0,10.0,30.0,15000.0,98.0,100.0,45.0
sleeping_pad,Imagine you are Dwight Schrute. Which sleeping pad would you prefer?,r_value,thickness,packed_size,width,weight,1.0,0.5,0.5,20.0,8.0,7.0,4.0,5.0,30.0,40.0
charger,Imagine you are Jordan Peele. Which phone charger would you prefer?,charging_speed,size,number_devices,heat_dissipation,compatibility_score,15.0,2.0,1.0,80.0,5.0,100.0,10.0,4.0,120.0,50.0
dice_tray,Imagine you are Akhenaten. Which dice rolling tray would you prefer?,tray_area,wall_height,padding_thickness,bounce_reduction,fold_flatness,36.0,1.0,2.0,20.0,5.0,225.0,4.0,15.0,95.0,30.0
outdoor_tv,Imagine you are Paddington Bear. Which outdoor TV would you prefer?,screen_size,brightness,viewing_angle,weatherproof_rating,operating_temp_range,43.0,400.0,120.0,54.0,-20.0,75.0,2000.0,178.0,66.0,140.0
screen_tent,Imagine you are Atlas. Which screen tent would you prefer?,floor_area,peak_height,setup_time,wind_rating,packed_size,36.0,72.0,2.0,15.0,400.0,144.0,120.0,15.0,35.0,1200.0
sketch_pens,Imagine you are Al-Masudi. Which set of sketch pens would you prefer?,tip_durability,line_consistency,color_count,ink_flow_rate,drying_time,20.0,2.0,12.0,0.1,1.0,100.0,15.0,36.0,0.5,10.0
heat_tool,Imagine you are Ibn al-Khatib. Which embossing heat tool would you prefer?,maximum_temperature,heat_up_time,cord_length,noise_level,airflow_rate,150.0,10.0,1.0,40.0,1.0,400.0,120.0,3.0,80.0,10.0
frame,Imagine you are Meursault. Which picture frame would you prefer?,frame_width,glass_clarity,uv_protection,scratch_resistance,weight,0.5,85.0,0.0,1.0,4.0,4.0,99.0,99.0,10.0,32.0
fabric_softener,Imagine you are Lyra Belacqua. Which fabric softener would you prefer?,softness_rating,scent_duration,static_reduction,number_of_loads,eco_friendliness,1.0,1.0,30.0,20.0,0.0,10.0,14.0,100.0,240.0,100.0
teething_toy,Imagine you are Queen Nanny of the Maroons. Which teething toy would you prefer?,surface_firmness,texture_variety,cooling_effectiveness,grip_diameter,reach_length,40.0,1.0,10.0,0.5,3.0,90.0,8.0,60.0,2.0,8.0
rc_helicopter,Imagine you are Adele. Which RC helicopter would you prefer?,flight_time,control_range,hover_stability,max_speed,wind_resistance,6.0,200.0,1.0,20.0,5.0,25.0,1000.0,10.0,70.0,20.0
split_keyboard,Imagine you are Heimdall. Which split keyboard would you prefer?,separation_distance,tilt_angle,tent_angle,cable_length,palm_rest_size,150.0,0.0,0.0,20.0,50.0,500.0,30.0,20.0,100.0,200.0
fabric_shaver,Imagine you are Sennacherib. Which fabric shaver would you prefer?,blade_count,battery_life,collection_bin_capacity,head_diameter,noise_level,2.0,30.0,20.0,1.5,45.0,6.0,180.0,100.0,3.5,75.0
muscle_rub,Imagine you are Queen Kiya. Which muscle rub would you prefer?,warming_sensation,duration_of_effect,absorption_speed,scent_strength,stain_resistance,1.0,2.0,1.0,1.0,1.0,10.0,8.0,15.0,10.0,10.0
soundbar,Imagine you are George Gershwin. Which soundbar would you prefer?,power_output,number_of_channels,frequency_response_range,wireless_range,length,100.0,2.0,20.0,15.0,20.0,500.0,7.0,20000.0,50.0,48.0
baby_monitor,Imagine you are Amanda Gorman. Which baby monitor would you prefer?,range,battery_life,video_resolution,night_vision_range,sound_sensitivity_levels,300.0,6.0,480.0,6.0,3.0,1500.0,24.0,1080.0,20.0,10.0
television,Imagine you are Blair Warner. Which television would you prefer?,screen_size,brightness,viewing_angle,smart_features,audio_power,32.0,300.0,120.0,10.0,10.0,85.0,2000.0,178.0,200.0,60.0
travel_package,Imagine you are a silversmith. Which vacation package would you prefer?,trip_duration,included_activities,group_size,hotel_rating,free_time,3.0,2.0,6.0,2.0,2.0,14.0,12.0,30.0,5.0,8.0
phone_magnifier,Imagine you are Ishmael. Which phone screen magnifier would you prefer?,screen_enlargement,viewing_distance,fold_size,max_phone_width,stand_angle,2.0,8.0,10.0,2.5,0.0,4.0,20.0,50.0,4.0,180.0
coffee_scale,Imagine you are Artemio Cruz. Which coffee scale would you prefer?,measurement_precision,response_time,maximum_capacity,battery_life,platform_size,0.1,100.0,1000.0,20.0,16.0,1.0,2000.0,3000.0,200.0,36.0
bandage,Imagine you are Nefertari. Which elastic bandage would you prefer?,stretch_capacity,breathability,compression_strength,width,length,50.0,500.0,10.0,2.0,5.0,200.0,2000.0,40.0,6.0,15.0
trivet,Imagine you are Lin-Manuel Miranda. Which trivet would you prefer?,heat_resistance,surface_area,height,scratch_resistance,grip_strength,300.0,36.0,0.25,1.0,0.2,800.0,144.0,2.0,10.0,0.8
sunscreen,Imagine you are Olivia Benson. Which sunscreen would you prefer?,spf_rating,water_resistance,absorption_speed,residue_level,moisturizing_level,15.0,0.0,10.0,1.0,1.0,100.0,180.0,300.0,10.0,10.0
espresso,Imagine you are a musical instrument repair technician. Which espresso would you prefer?,caffeine_content,crema_thickness,extraction_time,body_thickness,bitterness,30.0,1.0,20.0,1.0,1.0,100.0,5.0,35.0,10.0,10.0
scaffolding,Imagine you are Queen Blanche of Castile. Which scaffolding system would you prefer?,max_height,platform_width,weight_capacity,setup_time,wheel_diameter,6.0,24.0,500.0,10.0,4.0,30.0,72.0,2000.0,60.0,12.0
